matricule,dim1,dim2,nom,prenom,groupe_code,groupe_libelle_court,circonscription_libelle,siege,url,url_avatar,full_name,dim1_raw,dim2_raw,group_members,rank_left_to_right,percentile_left_to_right,group_dim1_mean,group_dim2_mean,distance_to_group_center,distance_to_group_label,close_to_group,far_from_group,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate,distance_to_samantha_1d,ideal_rank_left_to_right,rank_abstention_in_group,rank_most_loyal_in_group
14042U,0.1720617371163809,0.12136579799755705,Doineau,Élisabeth,UC,UC,Mayenne,262,https://www.senat.fr/senateur/doineau_elisabeth14042u.html,https://www.senat.fr/senimg/doineau_elisabeth14042u_carre.jpg,Élisabeth Doineau,0.1720617371163809,0.21518758510205152,59,14,0.22413793103448276,0.19600620103114486,0.09263700079581998,0.037398945718081,proche,TRUE,FALSE,2972,1355,1452,110,55,0.0370121130551817,0.01850605652759085,0.9444818304172274,2805,2736,69,0.9754010695187165,0.4441003209188401,167,41,26
14053L,0.5473867046500678,0.04260504996030283,Canayer,Agnès,UMP,Les Républicains,Seine-Maritime,175,https://www.senat.fr/senateur/canayer_agnes14053l.html,https://www.senat.fr/senimg/canayer_agnes14053l_carre.jpg,Agnès Canayer,0.5473867046500678,0.0755408687239412,131,14,0.1,0.6571054778305727,-0.024202517789836234,0.12845800985895942,intermédiaire,FALSE,FALSE,2814,1258,1500,32,24,0.011371712864250177,0.008528784648187633,0.9800995024875622,2758,2723,35,0.9873096446700508,0.819425288452527,231,68,87
14055N,0.06605633692840192,-0.013608174285050987,Ravier,Stéphane,NI,NI,Bouches-du-Rhône,327,https://www.senat.fr/senateur/ravier_stephane14055n.html,https://www.senat.fr/senimg/ravier_stephane14055n_carre.jpg,Stéphane Ravier,0.06605633692840192,-0.024127968590515938,4,4,1,-0.055072461329876726,0.003954399942858096,0.1223953830052653,intermédiaire,FALSE,FALSE,2972,130,179,46,2617,0.01547779273216689,0.8805518169582772,0.10397039030955585,309,303,6,0.9805825242718447,0.3380949207308611,141,1,4
14059S,0.6279577161780239,-0.04108390515278336,Lopez,Vivette,UMP,Les Républicains,Gard,331,https://www.senat.fr/senateur/lopez_vivette14059s.html,https://www.senat.fr/senimg/lopez_vivette14059s_carre.jpg,Vivette Lopez,0.6279577161780239,-0.07284380346238185,131,46,0.34615384615384615,0.6571054778305727,-0.024202517789836234,0.0336834269137163,proche,TRUE,FALSE,2972,1341,1584,41,6,0.01379542395693136,0.002018842530282638,0.984185733512786,2925,2886,39,0.9866666666666667,0.8999962999804831,263,89.5,93
14069U,0.7836144325187342,-0.03438299205716909,Bonhomme,François,UMP,Les Républicains,Tarn-et-Garonne,168,https://www.senat.fr/senateur/bonhomme_francois14069u.html,https://www.senat.fr/senimg/bonhomme_francois14069u_carre.jpg,François Bonhomme,0.7836144325187342,-0.06096275187441328,131,124,0.9461538461538461,0.6571054778305727,-0.024202517789836234,0.12691791706689454,intermédiaire,FALSE,FALSE,2972,1349,1579,39,5,0.013122476446837146,0.0016823687752355316,0.9851951547779273,2928,2917,11,0.9962431693989071,1.0556530163211935,341,82.5,15
14071N,0.6981340979441336,-0.026089443904047264,Mouiller,Philippe,UMP,Les Républicains,Deux-Sèvres,129,https://www.senat.fr/senateur/mouiller_philippe14071n.html,https://www.senat.fr/senimg/mouiller_philippe14071n_carre.jpg,Philippe Mouiller,0.6981340979441336,-0.04625787926249515,131,87,0.6615384615384615,0.6571054778305727,-0.024202517789836234,0.04107198751683908,proche,TRUE,FALSE,2972,1350,1588,30,4,0.010094212651413189,0.0013458950201884253,0.9885598923283984,2938,2918,20,0.9931926480599047,0.9701726817465928,304,60,30
14073Q,0.20957863216201242,0.09393875866184029,Kern,Claude,UC,UC,Bas-Rhin,263,https://www.senat.fr/senateur/kern_claude14073q.html,https://www.senat.fr/senimg/kern_claude14073q_carre.jpg,Claude Kern,0.20957863216201242,0.16655808273375938,59,31,0.5172413793103449,0.19600620103114486,0.09263700079581998,0.01363471526449631,proche,TRUE,FALSE,2972,1369,1406,116,81,0.039030955585464336,0.02725437415881561,0.9337146702557201,2772,2714,58,0.9790764790764791,0.4816172159644716,185,46,17
14083S,0.1520634375400667,0.10378812236780677,Canévet,Michel,UC,UC,Finistère,264,https://www.senat.fr/senateur/canevet_michel14083s.html,https://www.senat.fr/senimg/canevet_michel14083s_carre.jpg,Michel Canévet,0.1520634375400667,0.1840214935599411,59,10,0.15517241379310345,0.19600620103114486,0.09263700079581998,0.04533557075350502,proche,TRUE,FALSE,2972,1374,1422,109,67,0.03667563930013459,0.022543741588156124,0.9407806191117093,2792,2669,123,0.955945558739255,0.42410202134252595,163,40,45
14097Y,-0.7594880687661306,0.028038281749013162,Jourda,Gisèle,SOC,SER,Aude,109,https://www.senat.fr/senateur/jourda_gisele14097y.html,https://www.senat.fr/senimg/jourda_gisele14097y_carre.jpg,Gisèle Jourda,-0.7594880687661306,0.04971326551243469,65,59,0.90625,-0.8152406676847206,0.050540205999973865,0.06012228273421704,proche,TRUE,FALSE,2972,1510,1022,359,81,0.12079407806191117,0.02725437415881561,0.8519515477792732,2532,2499,33,0.9869668246445498,0.4874494849636714,59,28,63
14107H,-0.4622374582563924,0.19097018809914493,Roux,Jean-Yves,RDSE,RDSE,Alpes de Haute-Provence,116,https://www.senat.fr/senateur/roux_jean_yves14107h.html,https://www.senat.fr/senimg/roux_jean_yves14107h_carre.jpg,Jean-Yves Roux,-0.4622374582563924,0.3385996242892641,16,6,0.3333333333333333,-0.43509506406770854,0.18632605781819406,0.027536839113455707,proche,TRUE,FALSE,2972,1410,1109,430,23,0.14468371467025573,0.007738896366083445,0.8475773889636609,2505,2435,70,0.9720558882235529,0.1901988744539332,104,3,9
14109K,-0.8003781334105738,0.03743310366206357,Monier,Marie-Pierre,SOC,SER,Drôme,146,https://www.senat.fr/senateur/monier_marie_pierre14109k.html,https://www.senat.fr/senimg/monier_marie_pierre14109k_carre.jpg,Marie-Pierre Monier,-0.8003781334105738,0.06637075117387159,65,41,0.625,-0.8152406676847206,0.050540205999973865,0.019816434006819695,proche,TRUE,FALSE,2972,1520,1037,360,55,0.12113055181695828,0.01850605652759085,0.8603633916554508,2557,2537,20,0.9921783339851389,0.5283395496081147,41,29,56
14111D,0.12015021702611968,0.14408212994375774,Marc,Alain,RTLI,Les Indépendants,Aveyron,313,https://www.senat.fr/senateur/marc_alain14111d.html,https://www.senat.fr/senimg/marc_alain14111d_carre.jpg,Alain Marc,0.12015021702611968,0.2554647694038258,20,12,0.5789473684210527,0.1570127359444524,0.11715489670009958,0.04564998566443155,proche,TRUE,FALSE,2972,1253,1321,249,149,0.08378196500672948,0.05013458950201884,0.8660834454912517,2540,2524,16,0.9937007874015747,0.3921888008285789,157,7,2
14121F,-0.6856628674534723,0.08380543718303948,Jeansannetas,Éric,SOC,SER,Creuse,244,https://www.senat.fr/senateur/jeansannetas_eric14121f.html,https://www.senat.fr/senimg/jeansannetas_eric14121f_carre.jpg,Éric Jeansannetas,-0.6856628674534723,0.14859120067914802,65,64,0.984375,-0.8152406676847206,0.050540205999973865,0.13377960202673686,intermédiaire,FALSE,FALSE,2972,1522,1024,368,58,0.12382234185733512,0.019515477792732168,0.8566621803499327,2546,2471,75,0.9705420267085625,0.41362428365101306,74,32,64
14123H,0.623243059979067,-0.007710377701850601,Grosperrin,Jacques,UMP,Les Républicains,Doubs,62,https://www.senat.fr/senateur/grosperrin_jacques14123h.html,https://www.senat.fr/senimg/grosperrin_jacques14123h_carre.jpg,Jacques Grosperrin,0.623243059979067,-0.01367088245008972,131,42,0.3153846153846154,0.6571054778305727,-0.024202517789836234,0.03766502392713581,proche,TRUE,FALSE,2972,1341,1588,36,7,0.012113055181695828,0.0023553162853297443,0.9855316285329744,2929,2909,20,0.9931717309662,0.8952816437815263,259,73,31
14133K,0.7131221425959015,-0.03231287114424381,Allizard,Pascal,UMP,Les Républicains,Calvados,57,https://www.senat.fr/senateur/allizard_pascal14133k.html,https://www.senat.fr/senimg/allizard_pascal14133k_carre.jpg,Pascal Allizard,0.7131221425959015,-0.05729232472383655,131,100,0.7615384615384615,0.6571054778305727,-0.024202517789836234,0.05660074701772559,proche,TRUE,FALSE,2972,1344,1583,41,4,0.01379542395693136,0.0013458950201884253,0.9848586810228802,2926,2915,11,0.9962406015037594,0.9851607263983606,317,89.5,16
14147R,0.6191250709083161,-0.0033759904989061934,Mercier,Marie,UMP,Les Républicains,Saône-et-Loire,221,https://www.senat.fr/senateur/mercier_marie14147r.html,https://www.senat.fr/senimg/mercier_marie14147r_carre.jpg,Marie Mercier,0.6191250709083161,-0.005985798756925876,131,39,0.2923076923076923,0.6571054778305727,-0.024202517789836234,0.04331576559383487,proche,TRUE,FALSE,2769,1229,1476,49,15,0.01769591910436981,0.005417118093174431,0.9768869628024558,2705,2681,24,0.9911275415896488,0.8911636547107753,256,116,56
14169X,0.7497012514307841,-0.05870886764298984,de Nicolaÿ,Louis-Jean,UMP,Les Républicains,Sarthe,99,https://www.senat.fr/senateur/de_nicolay_louis_jean14169x.html,https://www.senat.fr/senimg/de_nicolay_louis_jean14169x_carre.jpg,Louis-Jean de Nicolaÿ,0.7497012514307841,-0.10409373695565576,131,114,0.8692307692307693,0.6571054778305727,-0.024202517789836234,0.09881632187452559,proche,TRUE,FALSE,2972,1378,1568,22,4,0.007402422611036339,0.0013458950201884253,0.9912516823687753,2946,2909,37,0.9874405974202308,1.0217398352332434,331,29,85
14173T,0.7060756056341253,-0.010327000280505089,Vogel,Jean Pierre,UMP,Les Républicains,Sarthe,233,https://www.senat.fr/senateur/vogel_jean_pierre14173t.html,https://www.senat.fr/senimg/vogel_jean_pierre14173t_carre.jpg,Jean Pierre Vogel,0.7060756056341253,-0.01831028418529271,131,93,0.7076923076923077,0.6571054778305727,-0.024202517789836234,0.05089797052189831,proche,TRUE,FALSE,2972,1344,1584,26,18,0.008748317631224764,0.006056527590847914,0.9851951547779273,2928,2914,14,0.9952185792349727,0.9781141894365846,310,45.5,19
14179A,0.19698567731917765,0.08308642314338655,Hervé,Loïc,UC,UC,Haute-Savoie,87,https://www.senat.fr/senateur/herve_loic14179a.html,https://www.senat.fr/senimg/herve_loic14179a_carre.jpg,Loïc Hervé,0.19698567731917765,0.1473163530911109,59,25,0.41379310344827586,0.19600620103114486,0.09263700079581998,0.009600672231358562,proche,TRUE,FALSE,2972,1310,1385,98,179,0.03297442799461642,0.06022880215343203,0.9067967698519516,2692,2588,104,0.9613670133729569,0.46902426112163687,179,31,40
14187A,0.674703768163558,-0.007743746159201348,Estrosi Sassone,Dominique,UMP,Les Républicains,Alpes-Maritimes,128,https://www.senat.fr/senateur/estrosi_sassone_dominique14187a.html,https://www.senat.fr/senimg/estrosi_sassone_dominique14187a_carre.jpg,Dominique Estrosi Sassone,0.674703768163558,-0.013730046381562677,131,72,0.5461538461538461,0.6571054778305727,-0.024202517789836234,0.024095455717488234,proche,TRUE,FALSE,2972,1355,1587,23,7,0.007738896366083445,0.0023553162853297443,0.9899057873485868,2942,2921,21,0.9928619986403807,0.9467423519660172,289,34.5,37
14189C,0.1964154321170012,0.08411743630754333,Arnaud,Jean-Michel,UC,UC,Hautes-Alpes,207,https://www.senat.fr/senateur/arnaud_jean_michel14189c.html,https://www.senat.fr/senimg/arnaud_jean_michel14189c_carre.jpg,Jean-Michel Arnaud,0.1964154321170012,0.1491443906162116,59,24,0.39655172413793105,0.19600620103114486,0.09263700079581998,0.008529387384304673,proche,TRUE,FALSE,1558,739,742,37,40,0.02374839537869063,0.025673940949935817,0.9505776636713735,1479,1419,60,0.9594320486815415,0.4684540159194604,178,13.5,43
14191V,0.6671307808700861,-0.023729709321731574,Panunzi,Jean-Jacques,UMP,Les Républicains,Corse-du-Sud,63,https://www.senat.fr/senateur/panunzi_jean_jacques14191v.html,https://www.senat.fr/senimg/panunzi_jean_jacques14191v_carre.jpg,Jean-Jacques Panunzi,0.6671307808700861,-0.042073952698105634,131,65,0.49230769230769234,0.6571054778305727,-0.024202517789836234,0.010036446028430021,proche,TRUE,FALSE,2972,1354,1581,26,11,0.008748317631224764,0.0037012113055181696,0.9875504710632571,2935,2907,28,0.9904599659284498,0.9391693646725454,282,45.5,57
14193X,0.625944117765186,-0.018029484514565007,Perrin,Cédric,UMP,Les Républicains,Territoire de Belfort,136,https://www.senat.fr/senateur/perrin_cedric14193x.html,https://www.senat.fr/senimg/perrin_cedric14193x_carre.jpg,Cédric Perrin,0.625944117765186,-0.03196717112511526,131,44,0.33076923076923076,0.6571054778305727,-0.024202517789836234,0.03176691204606271,proche,TRUE,FALSE,2972,1342,1569,56,5,0.018842530282637954,0.0016823687752355316,0.9794751009421265,2911,2880,31,0.9893507385778083,0.8979827015676451,261,120,71
14195A,0.09741357562728364,0.13906415511419346,Chasseing,Daniel,RTLI,Les Indépendants,Corrèze,310,https://www.senat.fr/senateur/chasseing_daniel14195a.html,https://www.senat.fr/senimg/chasseing_daniel14195a_carre.jpg,Daniel Chasseing,0.09741357562728364,0.24656765091169056,20,6,0.2631578947368421,0.1570127359444524,0.11715489670009958,0.06349862608566523,proche,TRUE,FALSE,2972,1320,1355,222,75,0.07469717362045761,0.025235531628532974,0.9000672947510094,2634,2583,51,0.9806378132118451,0.36945215942974285,150,6,14
14205J,0.19147806319234725,0.07667553706010133,Loisier,Anne-Catherine,UC,UC,Côte-d'Or,320,https://www.senat.fr/senateur/loisier_anne_catherine14205j.html,https://www.senat.fr/senimg/loisier_anne_catherine14205j_carre.jpg,Anne-Catherine Loisier,0.19147806319234725,0.13594953379450592,59,21,0.3448275862068966,0.19600620103114486,0.09263700079581998,0.016591333788270674,proche,TRUE,FALSE,2972,1379,1438,74,81,0.02489905787348587,0.02725437415881561,0.9478465679676985,2815,2718,97,0.9655417406749556,0.46351664699480644,175,16.5,36
14207L,-0.4849718852382211,0.20549159169568398,Cabanel,Henri,RDSE,RDSE,Hérault,3,https://www.senat.fr/senateur/cabanel_henri14207l.html,https://www.senat.fr/senimg/cabanel_henri14207l_carre.jpg,Henri Cabanel,-0.4849718852382211,0.3643467937866738,16,4,0.2,-0.43509506406770854,0.18632605781819406,0.05343234019659353,proche,TRUE,FALSE,2972,1414,1097,434,27,0.14602960969044415,0.00908479138627187,0.844885598923284,2493,2359,134,0.946249498596069,0.2129333014357619,101,4,13
14211G,0.2310400364594072,0.11020158745141248,Grand,Jean-Pierre,RTLI,Les Indépendants,Hérault,202,https://www.senat.fr/senateur/grand_jean_pierre14211g.html,https://www.senat.fr/senimg/grand_jean_pierre14211g_carre.jpg,Jean-Pierre Grand,0.2310400364594072,0.19539288555214981,20,17,0.8421052631578947,0.1570127359444524,0.11715489670009958,0.07435314203878211,proche,TRUE,FALSE,2972,1330,1472,150,20,0.05047106325706595,0.006729475100942127,0.9427994616419919,2763,2694,69,0.9750271444082519,0.5030786202618664,199,4,15
14213J,0.619238903586369,-0.015547606756422522,Imbert,Corinne,UMP,Les Républicains,Charente-Maritime,277,https://www.senat.fr/senateur/imbert_corinne14213j.html,https://www.senat.fr/senimg/imbert_corinne14213j_carre.jpg,Corinne Imbert,0.619238903586369,-0.027566678646139226,131,40,0.3,0.6571054778305727,-0.024202517789836234,0.03884308085088125,proche,TRUE,FALSE,2972,1328,1592,39,13,0.013122476446837146,0.004374158815612382,0.9825033647375505,2920,2892,28,0.9904109589041096,0.8912774873888283,257,82.5,59
14215L,0.6973335242988978,-0.04357448871611213,Di Folco,Catherine,UMP,Les Républicains,Rhône,133,https://www.senat.fr/senateur/di_folco_catherine14215l.html,https://www.senat.fr/senimg/di_folco_catherine14215l_carre.jpg,Catherine Di Folco,0.6973335242988978,-0.07725973176615626,131,86,0.6538461538461539,0.6571054778305727,-0.024202517789836234,0.04464940067040322,proche,TRUE,FALSE,2972,1351,1584,24,13,0.008075370121130552,0.004374158815612382,0.9875504710632571,2935,2897,38,0.9870528109028961,0.9693721081013571,303,39,88
14217N,0.7113475312294879,-0.042180952537328106,Deseyne,Chantal,UMP,Les Républicains,Eure-et-Loir,217,https://www.senat.fr/senateur/deseyne_chantal14217n.html,https://www.senat.fr/senimg/deseyne_chantal14217n_carre.jpg,Chantal Deseyne,0.7113475312294879,-0.07478892293852502,131,96,0.7307692307692307,0.6571054778305727,-0.024202517789836234,0.057143892699925425,proche,TRUE,FALSE,2972,1331,1591,37,13,0.012449528936742935,0.004374158815612382,0.9831763122476447,2922,2900,22,0.9924709103353867,0.9833861150319472,313,78.5,44
14219Q,0.17280773444503109,0.0952849387107133,Longeot,Jean-François,UC,UC,Doubs,261,https://www.senat.fr/senateur/longeot_jean_francois14219q.html,https://www.senat.fr/senimg/longeot_jean_francois14219q_carre.jpg,Jean-François Longeot,0.17280773444503109,0.16894492679204487,59,15,0.2413793103448276,0.19600620103114486,0.09263700079581998,0.023349099065021042,proche,TRUE,FALSE,2972,1397,1415,70,90,0.023553162853297442,0.03028263795423957,0.946164199192463,2811,2717,94,0.9665599430807542,0.4448463182474903,168,12,34
14221J,0.12090078930445464,0.1445158167205431,Médevielle,Pierre,RTLI,Les Indépendants,Haute-Garonne,312,https://www.senat.fr/senateur/medevielle_pierre14221j.html,https://www.senat.fr/senimg/medevielle_pierre14221j_carre.jpg,Pierre Médevielle,0.12090078930445464,0.25623371758961544,20,13,0.631578947368421,0.1570127359444524,0.11715489670009958,0.0453066511065997,proche,TRUE,FALSE,2972,1323,1383,191,75,0.0642664872139973,0.025235531628532974,0.9104979811574697,2668,2579,89,0.9666416791604198,0.39293937310691385,158,5,17
14223L,0.6473205848745128,-0.027401138463213945,Micouleau,Brigitte,UMP,Les Républicains,Haute-Garonne,95,https://www.senat.fr/senateur/micouleau_brigitte14223l.html,https://www.senat.fr/senimg/micouleau_brigitte14223l_carre.jpg,Brigitte Micouleau,0.6473205848745128,-0.048583578835485725,131,58,0.43846153846153846,0.6571054778305727,-0.024202517789836234,0.010294430745490966,proche,TRUE,FALSE,2972,1346,1587,31,8,0.010430686406460296,0.0026917900403768506,0.9868775235531628,2933,2902,31,0.9894306171155813,0.919359168676972,275,63,70
14225N,-0.8264306924239093,0.039908535235135184,Raynal,Claude,SOC,SER,Haute-Garonne,20,https://www.senat.fr/senateur/raynal_claude14225n.html,https://www.senat.fr/senimg/raynal_claude14225n_carre.jpg,Claude Raynal,-0.8264306924239093,0.0707598142466936,65,30,0.453125,-0.8152406676847206,0.050540205999973865,0.015435319138766822,proche,TRUE,FALSE,2972,1499,1053,366,54,0.12314939434724091,0.01816958277254374,0.8586810228802153,2552,2546,6,0.9976489028213166,0.55439210862145,30,31,20
14229S,-0.8361037820871416,0.03915886724965052,Robert,Sylvie,SOC,SER,Ille-et-Vilaine,19,https://www.senat.fr/senateur/robert_sylvie14229s.html,https://www.senat.fr/senimg/robert_sylvie14229s_carre.jpg,Sylvie Robert,-0.8361037820871416,0.06943061569086972,65,27,0.40625,-0.8152406676847206,0.050540205999973865,0.023765614116157838,proche,TRUE,FALSE,2972,1447,1006,355,164,0.11944818304172275,0.05518169582772544,0.8253701211305519,2453,2448,5,0.9979616795760293,0.5640651982846825,27,27,15
14237S,0.4088769259831343,0.03257703773442517,Pellevat,Cyril,RTLI,Les Indépendants,Haute-Savoie,258,https://www.senat.fr/senateur/pellevat_cyril14237s.html,https://www.senat.fr/senimg/pellevat_cyril14237s_carre.jpg,Cyril Pellevat,0.4088769259831343,0.05776070520288151,20,19,0.9473684210526315,0.1570127359444524,0.11715489670009958,0.26568587552043255,éloigné,FALSE,TRUE,2972,1326,1545,92,9,0.03095558546433378,0.003028263795423957,0.9660161507402423,2829,2644,185,0.9346058677978084,0.6809155097855935,218,1,19
14241N,-0.3529338201465452,0.14792239199286633,Jouve,Mireille,RDSE,RDSE,Bouches-du-Rhône,83,https://www.senat.fr/senateur/jouve_mireille14241n.html,https://www.senat.fr/senimg/jouve_mireille14241n_carre.jpg,Mireille Jouve,-0.3529338201465452,0.26227374466820275,16,14,0.8666666666666667,-0.43509506406770854,0.18632605781819406,0.09069350335882029,proche,TRUE,FALSE,2139,950,700,305,184,0.14258999532491817,0.08602150537634409,0.7713884992987378,1639,1496,143,0.912751677852349,0.08089523634408596,113,2,15
14249W,0.05254757290195477,0.21087718843631637,Duranton,Nicole,LREM,RDPI,Eure,154,https://www.senat.fr/senateur/duranton_nicole14249w.html,https://www.senat.fr/senimg/duranton_nicole14249w_carre.jpg,Nicole Duranton,0.05254757290195477,0.37389572417786593,19,19,1,-0.2287700594907271,0.4329764633827035,0.3584239085590343,éloigné,FALSE,TRUE,2960,1304,1496,150,10,0.05067567567567568,0.0033783783783783786,0.9459459459459459,2767,2101,666,0.7593061076978678,0.324586156704414,139,1,18
14251Q,0.10878227181721557,0.15084348297098785,Malhuret,Claude,RTLI,Les Indépendants,Allier,256,https://www.senat.fr/senateur/malhuret_claude14251q.html,https://www.senat.fr/senimg/malhuret_claude14251q_carre.jpg,Claude Malhuret,0.10878227181721557,0.2674529839911132,20,9,0.42105263157894735,0.1570127359444524,0.11715489670009958,0.05883110159481768,proche,TRUE,FALSE,2972,1230,1346,297,99,0.09993270524899057,0.03331090174966353,0.8667563930013459,2543,2511,32,0.9874164372788046,0.38082085561967477,154,11,10
14253S,0.7087929718814016,-0.014872134499130251,Nougein,Claude,UMP,Les Républicains,Corrèze,176,https://www.senat.fr/senateur/nougein_claude14253s.html,https://www.senat.fr/senimg/nougein_claude14253s_carre.jpg,Claude Nougein,0.7087929718814016,-0.026369032799876336,131,94,0.7153846153846154,0.6571054778305727,-0.024202517789836234,0.052522881619404244,proche,TRUE,FALSE,2972,1336,1586,29,21,0.009757738896366084,0.0070659488559892325,0.9831763122476447,2922,2921,1,0.9996577686516085,0.9808315556838607,311,55,3
14255U,0.16190700633421415,0.12020270850346322,Cadic,Olivier,UC,UC,Français établis hors de France (Série 2),163,https://www.senat.fr/senateur/cadic_olivier14255u.html,https://www.senat.fr/senimg/cadic_olivier14255u_carre.jpg,Olivier Cadic,0.16190700633421415,0.21312536968699156,59,13,0.20689655172413793,0.19600620103114486,0.09263700079581998,0.043847728794116685,proche,TRUE,FALSE,2972,1376,1435,74,87,0.02489905787348587,0.029273216689098252,0.9458277254374159,2807,2705,102,0.9636622728892056,0.43394559013667333,166,16.5,39
14257W,-0.8037900209243567,0.04407929794298319,Montaugé,Franck,SOC,SER,Gers,42,https://www.senat.fr/senateur/montauge_franck14257w.html,https://www.senat.fr/senimg/montauge_franck14257w_carre.jpg,Franck Montaugé,-0.8037900209243567,0.07815478358684963,65,38,0.578125,-0.8152406676847206,0.050540205999973865,0.013147647856233416,proche,TRUE,FALSE,2972,1506,1035,380,51,0.1278600269179004,0.017160161507402422,0.8549798115746972,2541,2523,18,0.9929161747343566,0.5317514371218974,38,35,53
14259Y,0.5823043506566075,-0.004153579783862152,Darnaud,Mathieu,UMP,Les Républicains,Ardèche,93,https://www.senat.fr/senateur/darnaud_mathieu14259y.html,https://www.senat.fr/senimg/darnaud_mathieu14259y_carre.jpg,Mathieu Darnaud,0.5823043506566075,-0.0073645031628761575,131,24,0.17692307692307693,0.6571054778305727,-0.024202517789836234,0.07744138778239396,proche,TRUE,FALSE,2972,1316,1560,58,38,0.019515477792732168,0.01278600269179004,0.9676985195154778,2876,2853,23,0.9920027816411683,0.8543429344590667,241,123,49
14267Y,0.2163167948112201,0.09150757539624677,Cigolotti,Olivier,UC,UC,Haute-Loire,123,https://www.senat.fr/senateur/cigolotti_olivier14267y.html,https://www.senat.fr/senimg/cigolotti_olivier14267y_carre.jpg,Olivier Cigolotti,0.2163167948112201,0.16224747410682053,59,36,0.603448275862069,0.19600620103114486,0.09263700079581998,0.020341971916027025,proche,TRUE,FALSE,2889,1319,1397,85,88,0.029421945309795777,0.03046036690896504,0.9401176877812392,2714,2668,46,0.9830508474576272,0.4883553786136793,190,24,8
14275Y,0.2203497740847727,0.09678191042625343,Tetuanui,Lana,UC,UC,Polynésie française,317,https://www.senat.fr/senateur/tetuanui_lana14275y.html,https://www.senat.fr/senimg/tetuanui_lana14275y_carre.jpg,Lana Tetuanui,0.2203497740847727,0.17159913196144227,59,39,0.6551724137931034,0.19600620103114486,0.09263700079581998,0.024693922832587274,proche,TRUE,FALSE,2811,1267,1352,60,132,0.021344717182497332,0.04695837780149413,0.9316969050160085,2616,2572,44,0.9831804281345565,0.4923883578872319,193,10,7
14281W,-0.794298786843222,0.04761135670867977,Féret,Corinne,SOC,SER,Calvados,147,https://www.senat.fr/senateur/feret_corinne14281w.html,https://www.senat.fr/senimg/feret_corinne14281w_carre.jpg,Corinne Féret,-0.794298786843222,0.08441729912886485,65,43,0.65625,-0.8152406676847206,0.050540205999973865,0.02114569770309414,proche,TRUE,FALSE,2769,1421,950,343,55,0.12387143373058866,0.01986276634163958,0.8562657999277717,2371,2361,10,0.995782370307887,0.5222602030407628,43,33,34
14327T,0.12128635415892525,0.10481029695801224,Delcros,Bernard,UC,UC,Cantal,27,https://www.senat.fr/senateur/delcros_bernard14327t.html,https://www.senat.fr/senimg/delcros_bernard14327t_carre.jpg,Bernard Delcros,0.12128635415892525,0.18583385985463163,59,8,0.1206896551724138,0.19600620103114486,0.09263700079581998,0.07570498435413874,proche,TRUE,FALSE,2734,1218,1243,89,184,0.032553035844915874,0.06730065837600585,0.9001463057790783,2456,2331,125,0.9491042345276873,0.39332493796138446,159,28,50
14329V,0.7473793576661565,-0.03812690982373959,Chain-Larché,Anne,UMP,Les Républicains,Seine-et-Marne,276,https://www.senat.fr/senateur/chain_larche_anne14329v.html,https://www.senat.fr/senimg/chain_larche_anne14329v_carre.jpg,Anne Chain-Larché,0.7473793576661565,-0.0676009039428007,131,111,0.8461538461538461,0.6571054778305727,-0.024202517789836234,0.09134145868160443,proche,TRUE,FALSE,2698,1201,1413,21,63,0.007783543365455893,0.02335063009636768,0.9688658265381764,2614,2593,21,0.9919663351185922,1.0194179414686158,328,36,51
14331P,0.7750426127800794,-0.045245926527129776,Rapin,Jean-François,UMP,Les Républicains,Pas-de-Calais,172,https://www.senat.fr/senateur/rapin_jean_francois14331p.html,https://www.senat.fr/senimg/rapin_jean_francois14331p_carre.jpg,Jean-François Rapin,0.7750426127800794,-0.08022327398427266,131,121,0.9230769230769231,0.6571054778305727,-0.024202517789836234,0.11979980321929976,intermédiaire,FALSE,FALSE,2588,1132,1406,38,12,0.014683153013910355,0.00463678516228748,0.9806800618238022,2538,2519,19,0.9925137903861309,1.0470811965825386,338,94,43
14355X,0.6913655394982214,-0.015401682980410428,Gerbaud,Frédérique,UMP,Les Républicains,Indre,343,https://www.senat.fr/senateur/gerbaud_frederique14355x.html,https://www.senat.fr/senimg/gerbaud_frederique14355x_carre.jpg,Frédérique Gerbaud,0.6913655394982214,-0.027307948546827002,131,84,0.6384615384615384,0.6571054778305727,-0.024202517789836234,0.03537239769670547,proche,TRUE,FALSE,2196,993,1165,19,19,0.008652094717668488,0.008652094717668488,0.982695810564663,2158,2157,1,0.9995366079703429,0.9634041233006807,301,44,4
14357A,0.7945820038072781,-0.06991822077104615,Cuypers,Pierre,UMP,Les Républicains,Seine-et-Marne,275,https://www.senat.fr/senateur/cuypers_pierre14357a.html,https://www.senat.fr/senimg/cuypers_pierre14357a_carre.jpg,Pierre Cuypers,0.7945820038072781,-0.12396847654440807,131,126,0.9615384615384616,0.6571054778305727,-0.024202517789836234,0.14487829614434988,intermédiaire,FALSE,FALSE,2193,994,1166,15,18,0.006839945280437756,0.008207934336525308,0.9849521203830369,2160,2125,35,0.9837962962962963,1.0666205876097372,343,27,106
