matricule,dim1,dim2,nom,prenom,groupe_code,groupe_libelle_court,circonscription_libelle,siege,url,url_avatar,full_name,dim1_raw,dim2_raw,group_members,rank_left_to_right,percentile_left_to_right,group_dim1_mean,group_dim2_mean,distance_to_group_center,distance_to_group_label,close_to_group,far_from_group,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate,distance_to_samantha_1d,ideal_rank_left_to_right,rank_abstention_in_group,rank_most_loyal_in_group
20044X,0.5582734836426986,-0.013794635446492712,Sautarel,Stéphane,UMP,Les Républicains,Cantal,134,https://www.senat.fr/senateur/sautarel_stephane20044x.html,https://www.senat.fr/senimg/sautarel_stephane20044x_carre.jpg,Stéphane Sautarel,0.5582734836426986,-0.024458573486689207,131,16,0.11538461538461539,0.6571054778305727,-0.024202517789836234,0.09937850416475824,proche,TRUE,FALSE,1558,719,820,16,3,0.010269576379974325,0.0019255455712451862,0.9878048780487805,1539,1512,27,0.9824561403508771,0.8303120674451578,233,61,111
20046A,-0.6103786686808009,-0.06980739036737053,Varaillas,Marie-Claude,CRC,CRCE-K,Dordogne,68,https://www.senat.fr/senateur/varaillas_marie_claude20046a.html,https://www.senat.fr/senimg/varaillas_marie_claude20046a_carre.jpg,Marie-Claude Varaillas,-0.6103786686808009,-0.1237719687364726,18,17,0.9411764705882353,-0.6452922563535086,-0.0966530075928479,0.04404140970037963,proche,TRUE,FALSE,1558,827,539,152,40,0.0975609756097561,0.025673940949935817,0.8767650834403081,1366,1364,2,0.9985358711566618,0.3383400848783417,96,9,7
20048C,0.23217461001441378,0.07770114234821186,Hingray,Jean,UC,UC,Vosges,316,https://www.senat.fr/senateur/hingray_jean20048c.html,https://www.senat.fr/senimg/hingray_jean20048c_carre.jpg,Jean Hingray,0.23217461001441378,0.13776798288690048,59,46,0.7758620689655172,0.19600620103114486,0.09263700079581998,0.03913098102460498,proche,TRUE,FALSE,1558,720,721,48,69,0.03080872913992298,0.044287548138639284,0.9249037227214377,1440,1413,27,0.98125,0.504213193816873,201,25,13
20050V,0.09639196300868177,0.1500276603467912,Paoli-Gagin,Vanina,RTLI,Les Indépendants,Aube,203,https://www.senat.fr/senateur/paoli_gagin_vanina20050v.html,https://www.senat.fr/senimg/paoli_gagin_vanina20050v_carre.jpg,Vanina Paoli-Gagin,0.09639196300868177,0.26600648997658016,20,5,0.21052631578947367,0.1570127359444524,0.11715489670009958,0.06896010949165834,proche,TRUE,FALSE,1558,668,701,155,34,0.09948652118100128,0.021822849807445442,0.8786906290115533,1365,1355,10,0.9926739926739927,0.36843054681114096,149,10,4
20052X,0.20959717393246738,0.07393241176158577,Levi,Pierre-Antoine,UC,UC,Tarn-et-Garonne,315,https://www.senat.fr/senateur/levi_pierre_antoine20052x.html,https://www.senat.fr/senimg/levi_pierre_antoine20052x_carre.jpg,Pierre-Antoine Levi,0.20959717393246738,0.13108583645671237,59,32,0.5344827586206896,0.19600620103114486,0.09263700079581998,0.023120903860880476,proche,TRUE,FALSE,1558,714,748,58,38,0.037227214377406934,0.024390243902439025,0.938382541720154,1461,1409,52,0.9644079397672827,0.4816357577349266,186,42,37
20054A,0.5734479205209896,0.021658779698833047,Rietmann,Olivier,UMP,Les Républicains,Haute-Saône,340,https://www.senat.fr/senateur/rietmann_olivier20054a.html,https://www.senat.fr/senimg/rietmann_olivier20054a_carre.jpg,Olivier Rietmann,0.5734479205209896,0.038402091664597605,131,19,0.13846153846153847,0.6571054778305727,-0.024202517789836234,0.09540359271196451,proche,TRUE,FALSE,1558,714,819,23,2,0.014762516046213094,0.0012836970474967907,0.9839537869062901,1533,1506,27,0.9823874755381604,0.8454865043234487,236,97,113
20056C,0.6847995776320923,-0.026817547436144864,Joseph,Else,UMP,Les Républicains,Ardennes,283,https://www.senat.fr/senateur/joseph_else20056c.html,https://www.senat.fr/senimg/joseph_else20056c_carre.jpg,Else Joseph,0.6847995776320923,-0.047548842971888064,131,77,0.5846153846153846,0.6571054778305727,-0.024202517789836234,0.027817288578644777,proche,TRUE,FALSE,1558,724,818,12,4,0.007702182284980745,0.0025673940949935813,0.9897304236200257,1542,1531,11,0.9928664072632944,0.9568381614345516,294,31.5,36
20058E,0.5380654668515826,-0.011086229057000309,Vial,Cédric,UMP,Les Républicains,Savoie,348,https://www.senat.fr/senateur/vial_cedric20058e.html,https://www.senat.fr/senimg/vial_cedric20058e_carre.jpg,Cédric Vial,0.5380654668515826,-0.019656434498227498,131,11,0.07692307692307693,0.6571054778305727,-0.024202517789836234,0.11976043271465413,intermédiaire,FALSE,FALSE,1558,707,812,31,8,0.01989730423620026,0.005134788189987163,0.9749679075738126,1519,1489,30,0.9802501645819618,0.8101040506540418,228,124,118
20060X,-0.7648631133483504,0.04060524799718488,Cardon,Rémi,SOC,SER,Somme,186,https://www.senat.fr/senateur/cardon_remi20060x.html,https://www.senat.fr/senimg/cardon_remi20060x_carre.jpg,Rémi Cardon,-0.7648631133483504,0.07199512056238455,65,58,0.890625,-0.8152406676847206,0.050540205999973865,0.05134784680423423,proche,TRUE,FALSE,1558,836,467,212,43,0.13607188703465983,0.027599486521181,0.8363286264441592,1303,1300,3,0.9976976208749041,0.49282452954589123,58,50,19
20062A,0.6875855311380574,-0.022448702790891978,Somon,Laurent,UMP,Les Républicains,Somme,91,https://www.senat.fr/senateur/somon_laurent20062a.html,https://www.senat.fr/senimg/somon_laurent20062a_carre.jpg,Laurent Somon,0.6875855311380574,-0.03980266452285812,131,80,0.6076923076923076,0.6571054778305727,-0.024202517789836234,0.03053046866128379,proche,TRUE,FALSE,1558,713,820,21,4,0.013478818998716302,0.0025673940949935813,0.9839537869062901,1533,1516,17,0.9889106327462491,0.9596241149405167,297,85,75
20064C,-0.8461624333335706,0.048116339076140144,Vallet,Mickaël,SOC,SER,Charente-Maritime,16,https://www.senat.fr/senateur/vallet_mickael20064c.html,https://www.senat.fr/senimg/vallet_mickael20064c_carre.jpg,Mickaël Vallet,-0.8461624333335706,0.0853126579364187,65,19,0.28125,-0.8152406676847206,0.050540205999973865,0.031016620088379274,proche,TRUE,FALSE,1558,826,468,212,52,0.13607188703465983,0.03337612323491656,0.8305519897304237,1294,1293,1,0.999227202472952,0.5741238495311114,19,50,6
20066E,0.20017783534306408,0.09255333657857033,Jacquemet,Annick,UC,UC,Doubs,86,https://www.senat.fr/senateur/jacquemet_annick20066e.html,https://www.senat.fr/senimg/jacquemet_annick20066e_carre.jpg,Annick Jacquemet,0.20017783534306408,0.164101660600302,59,26,0.43103448275862066,0.19600620103114486,0.09263700079581998,0.004172473191481251,proche,TRUE,FALSE,1558,740,732,42,44,0.026957637997432605,0.028241335044929396,0.944801026957638,1471,1433,38,0.9741672331747111,0.47221641914552326,180,19,28
20068G,0.7121869887604821,-0.026891540789361554,Gueret,Daniel,UMP,Les Républicains,Eure-et-Loir,345,https://www.senat.fr/senateur/gueret_daniel20068g.html,https://www.senat.fr/senimg/gueret_daniel20068g_carre.jpg,Daniel Gueret,0.7121869887604821,-0.04768003686057014,131,98,0.7461538461538462,0.6571054778305727,-0.024202517789836234,0.055147109543599,proche,TRUE,FALSE,1558,713,823,12,10,0.007702182284980745,0.006418485237483954,0.9858793324775353,1536,1526,10,0.9934895833333334,0.9842255725629414,315,31.5,28
20070A,-0.802479515967897,0.0408137182428476,Cozic,Thierry,SOC,SER,Sarthe,40,https://www.senat.fr/senateur/cozic_thierry20070a.html,https://www.senat.fr/senimg/cozic_thierry20070a_carre.jpg,Thierry Cozic,-0.802479515967897,0.07236474865753122,65,39,0.59375,-0.8152406676847206,0.050540205999973865,0.016045297043972614,proche,TRUE,FALSE,1558,843,458,208,49,0.13350449293966624,0.031450577663671375,0.8350449293966624,1301,1297,4,0.9969254419677172,0.5304409321654378,39,42,27
20072C,-0.46160721682169314,0.19489999172779784,Guiol,André,RDSE,RDSE,Var,82,https://www.senat.fr/senateur/guiol_andre20072c.html,https://www.senat.fr/senimg/guiol_andre20072c_carre.jpg,André Guiol,-0.46160721682169314,0.34556736121949977,16,7,0.4,-0.43509506406770854,0.18632605781819406,0.027864073398138817,proche,TRUE,FALSE,1558,753,538,258,9,0.16559691912708602,0.005776636713735558,0.8286264441591784,1288,1268,20,0.984472049689441,0.18956863301923393,105,8,4
20074E,0.7487899821195505,-0.02066320342485751,Dumont,Françoise,UMP,Les Républicains,Var,65,https://www.senat.fr/senateur/dumont_francoise20074e.html,https://www.senat.fr/senimg/dumont_francoise20074e_carre.jpg,Françoise Dumont,0.7487899821195505,-0.03663688550506651,131,112,0.8538461538461538,0.6571054778305727,-0.024202517789836234,0.09175279327023092,proche,TRUE,FALSE,1558,710,822,21,5,0.013478818998716302,0.003209242618741977,0.9833119383825417,1532,1531,1,0.9993472584856397,1.0208285659220098,329,85,5
20076G,0.7048982578849015,-0.0157234200869442,Bacci,Jean,UMP,Les Républicains,Var,66,https://www.senat.fr/senateur/bacci_jean20076g.html,https://www.senat.fr/senimg/bacci_jean20076g_carre.jpg,Jean Bacci,0.7048982578849015,-0.027878404409475532,131,91,0.6923076923076923,0.6571054778305727,-0.024202517789836234,0.04853910715265199,proche,TRUE,FALSE,1558,720,826,8,4,0.005134788189987163,0.0025673940949935813,0.9922978177150192,1546,1540,6,0.9961190168175937,0.9769368416873607,308,12.5,17
20078J,0.6384716208777559,0.01191841630174742,Bonnus,Michel,UMP,Les Républicains,Var,64,https://www.senat.fr/senateur/bonnus_michel20078j.html,https://www.senat.fr/senimg/bonnus_michel20078j_carre.jpg,Michel Bonnus,0.6384716208777559,0.021131943797424505,131,52,0.3923076923076923,0.6571054778305727,-0.024202517789836234,0.040644095568564076,proche,TRUE,FALSE,1558,717,825,12,4,0.007702182284980745,0.0025673940949935813,0.9897304236200257,1542,1536,6,0.9961089494163424,0.9105102046802152,269,31.5,18
20080C,-0.8983113332998599,0.03794228515627157,Briquet,Isabelle,SOC,SER,Haute-Vienne,106,https://www.senat.fr/senateur/briquet_isabelle20080c.html,https://www.senat.fr/senimg/briquet_isabelle20080c_carre.jpg,Isabelle Briquet,-0.8983113332998599,0.06727355524161627,65,5,0.0625,-0.8152406676847206,0.050540205999973865,0.0840204921154743,proche,TRUE,FALSE,1558,837,468,205,48,0.13157894736842105,0.03080872913992298,0.8376123234916559,1305,1304,1,0.9992337164750957,0.6262727494974007,5,39,5
20082E,-0.8320111914594368,0.04357109659072878,Redon-Sarrazy,Christian,SOC,SER,Haute-Vienne,238,https://www.senat.fr/senateur/redon_sarrazy_christian20082e.html,https://www.senat.fr/senimg/redon_sarrazy_christian20082e_carre.jpg,Christian Redon-Sarrazy,-0.8320111914594368,0.0772537173594482,65,28,0.421875,-0.8152406676847206,0.050540205999973865,0.01816091830377391,proche,TRUE,FALSE,1558,845,465,206,42,0.13222079589216945,0.026957637997432605,0.8408215661103979,1310,1307,3,0.9977099236641221,0.5599726076569775,28,40.5,18
20084G,-0.8249339096406486,0.05088109839435374,Stanzione,Lucien,SOC,SER,Vaucluse,110,https://www.senat.fr/senateur/stanzione_lucien20084g.html,https://www.senat.fr/senimg/stanzione_lucien20084g_carre.jpg,Lucien Stanzione,-0.8249339096406486,0.09021471346516621,65,31,0.46875,-0.8152406676847206,0.050540205999973865,0.009699234363634552,proche,TRUE,FALSE,1558,842,460,213,43,0.1367137355584082,0.027599486521181,0.8356867779204108,1302,1296,6,0.9953917050691244,0.5528953258381895,31,53.5,39
20086J,0.5082929333733294,0.009735761605917739,Blanc,Jean-Baptiste,UMP,Les Républicains,Vaucluse,215,https://www.senat.fr/senateur/blanc_jean_baptiste20086j.html,https://www.senat.fr/senimg/blanc_jean_baptiste20086j_carre.jpg,Jean-Baptiste Blanc,0.5082929333733294,0.017261988662974716,131,9,0.06153846153846154,0.6571054778305727,-0.024202517789836234,0.15263348320792292,intermédiaire,FALSE,FALSE,1558,714,821,18,5,0.011553273427471117,0.003209242618741977,0.9852374839537869,1535,1516,19,0.9876221498371336,0.7803315171757885,226,71,83
20088L,-0.8975295020836173,0.06829832569770289,Bouad,Denis,SOC,SER,Gard,294,https://www.senat.fr/senateur/bouad_denis20088l.html,https://www.senat.fr/senimg/bouad_denis20088l_carre.jpg,Denis Bouad,-0.8975295020836173,0.12109632215904768,65,6,0.078125,-0.8152406676847206,0.050540205999973865,0.08418315200755976,proche,TRUE,FALSE,1558,839,466,210,43,0.13478818998716302,0.027599486521181,0.8376123234916559,1305,1297,8,0.9938697318007663,0.6254909182811581,6,43.5,45
20090E,0.6077905656144924,-0.018375928239983,Burgoa,Laurent,UMP,Les Républicains,Gard,171,https://www.senat.fr/senateur/burgoa_laurent20090e.html,https://www.senat.fr/senimg/burgoa_laurent20090e_carre.jpg,Laurent Burgoa,0.6077905656144924,-0.03258143304961525,131,31,0.23076923076923078,0.6571054778305727,-0.024202517789836234,0.049657926987160525,proche,TRUE,FALSE,1558,718,816,23,1,0.014762516046213094,6.418485237483953e-4,0.9845956354300385,1534,1513,21,0.9863102998696219,0.8798291494169517,248,97,95
20092G,-0.6441155698224961,-0.044172827010439016,Salmon,Daniel,GEST,GEST,Ille-et-Vilaine,304,https://www.senat.fr/senateur/salmon_daniel20092g.html,https://www.senat.fr/senimg/salmon_daniel20092g_carre.jpg,Daniel Salmon,-0.6441155698224961,-0.07832061526673585,16,15,0.9333333333333333,-0.6763782480103124,-0.055774603391982806,0.0342852974182513,proche,TRUE,FALSE,1558,858,519,134,47,0.08600770218228498,0.030166880616174584,0.8838254172015404,1377,1377,0,1,0.37207698602003686,88,9.5,5.5
20094J,-0.9418846382268322,0.0470562685940936,Blatrix Contat,Florence,SOC,SER,Ain,189,https://www.senat.fr/senateur/blatrix_contat_florence20094j.html,https://www.senat.fr/senimg/blatrix_contat_florence20094j_carre.jpg,Florence Blatrix Contat,-0.9418846382268322,0.08343310034413759,65,3,0.03125,-0.8152406676847206,0.050540205999973865,0.12669188251233515,intermédiaire,FALSE,FALSE,1558,849,467,197,45,0.12644415917843388,0.028883183568677792,0.8446726572528883,1316,1310,6,0.9954407294832827,0.669846054424373,3,34,37
20096L,0.6698757449077113,-0.07019458440111762,Muller-Bronn,Laurence,UMP,Les Républicains,Bas-Rhin,229,https://www.senat.fr/senateur/muller_bronn_laurence20096l.html,https://www.senat.fr/senimg/muller_bronn_laurence20096l_carre.jpg,Laurence Muller-Bronn,0.6698757449077113,-0.12445848298070501,131,70,0.5307692307692308,0.6571054778305727,-0.024202517789836234,0.047732063776857514,proche,TRUE,FALSE,1558,708,824,23,3,0.014762516046213094,0.0019255455712451862,0.9833119383825417,1532,1483,49,0.9680156657963447,0.9419143287101706,287,97,129
20098N,0.616107381514474,0.01140532663739599,Schalck,Elsa,UMP,Les Républicains,Bas-Rhin,135,https://www.senat.fr/senateur/schalck_elsa20098n.html,https://www.senat.fr/senimg/schalck_elsa20098n_carre.jpg,Elsa Schalck,0.616107381514474,0.020222210349992893,131,34,0.25384615384615383,0.6571054778305727,-0.024202517789836234,0.0543025090239676,proche,TRUE,FALSE,1558,708,819,27,4,0.017329910141206675,0.0025673940949935813,0.9801026957637997,1527,1512,15,0.9901768172888016,0.8881459653169332,251,112,62
20100N,-0.6637996323889145,-0.037961664338728635,Fernique,Jacques,GEST,GEST,Bas-Rhin,303,https://www.senat.fr/senateur/fernique_jacques20100n.html,https://www.senat.fr/senimg/fernique_jacques20100n_carre.jpg,Jacques Fernique,-0.6637996323889145,-0.06730791549419972,16,11,0.6666666666666666,-0.6763782480103124,-0.055774603391982806,0.02180647538383551,proche,TRUE,FALSE,1558,858,521,135,44,0.08664955070603338,0.028241335044929396,0.8851091142490373,1379,1376,3,0.9978245105148659,0.3917610485864553,83,11,15
20102Q,-0.6127646306638213,-0.09968385827294497,Lahellec,Gérard,CRC,CRCE-K,Côtes-d'Armor,234,https://www.senat.fr/senateur/lahellec_gerard20102q.html,https://www.senat.fr/senimg/lahellec_gerard20102q_carre.jpg,Gérard Lahellec,-0.6127646306638213,-0.17674442956195918,18,16,0.8823529411764706,-0.6452922563535086,-0.0966530075928479,0.032668524436427405,proche,TRUE,FALSE,1558,807,542,169,40,0.10847240051347883,0.025673940949935817,0.8658536585365854,1349,1338,11,0.9918458117123795,0.34072604686136204,95,16,16
20104S,0.6020556105998399,-0.011851676373594328,Cadec,Alain,UMP,Les Républicains,Côtes-d'Armor,281,https://www.senat.fr/senateur/cadec_alain20104s.html,https://www.senat.fr/senimg/cadec_alain20104s_carre.jpg,Alain Cadec,0.6020556105998399,-0.021013610591479305,131,29,0.2153846153846154,0.6571054778305727,-0.024202517789836234,0.05641835841116316,proche,TRUE,FALSE,1558,699,828,30,1,0.019255455712451863,6.418485237483953e-4,0.9801026957637997,1527,1507,20,0.9869024230517355,0.8740941944022991,246,121,92
20106U,-0.2351009393047225,0.4433790305067066,Havet,Nadège,LREM,RDPI,Finistère,79,https://www.senat.fr/senateur/havet_nadege20106u.html,https://www.senat.fr/senimg/havet_nadege20106u_carre.jpg,Nadège Havet,-0.2351009393047225,0.7861330328133096,19,12,0.6111111111111112,-0.2287700594907271,0.4329764633827035,0.012177579479873817,proche,TRUE,FALSE,1558,683,728,136,11,0.08729139922978177,0.007060333761232349,0.9056482670089859,1409,1400,9,0.99361249112846,0.036937644497736705,127,10,7
20108W,0.6880064736067857,-0.028145780745466458,Le Rudulier,Stéphane,UMP,Les Républicains,Bouches-du-Rhône,280,https://www.senat.fr/senateur/le_rudulier_stephane20108w.html,https://www.senat.fr/senimg/le_rudulier_stephane20108w_carre.jpg,Stéphane Le Rudulier,0.6880064736067857,-0.049903866569975995,131,81,0.6153846153846154,0.6571054778305727,-0.024202517789836234,0.03115157881550753,proche,TRUE,FALSE,1558,715,823,14,6,0.008985879332477536,0.0038510911424903724,0.9871630295250321,1538,1528,10,0.9934980494148244,0.960045057409245,298,49,27
20110Q,-0.6556326573720801,-0.0500810676275241,Benarroche,Guy,GEST,GEST,Bouches-du-Rhône,247,https://www.senat.fr/senateur/benarroche_guy20110q.html,https://www.senat.fr/senimg/benarroche_guy20110q_carre.jpg,Guy Benarroche,-0.6556326573720801,-0.08879621919773778,16,14,0.8666666666666667,-0.6763782480103124,-0.055774603391982806,0.021512691148024312,proche,TRUE,FALSE,1558,856,521,136,45,0.08729139922978177,0.028883183568677792,0.8838254172015404,1377,1375,2,0.9985475671750181,0.3835940735696209,87,12,14
20112S,-0.6353714896837499,-0.06983133354707521,Bacchi,Jérémy,CRC,CRCE-K,Bouches-du-Rhône,236,https://www.senat.fr/senateur/bacchi_jeremy20112s.html,https://www.senat.fr/senimg/bacchi_jeremy20112s_carre.jpg,Jérémy Bacchi,-0.6353714896837499,-0.12381442118275748,18,11,0.5882352941176471,-0.6452922563535086,-0.0966530075928479,0.028597618955666072,proche,TRUE,FALSE,1558,828,533,155,42,0.09948652118100128,0.026957637997432605,0.8735558408215661,1361,1358,3,0.9977957384276267,0.3633329058812907,90,10,9
20114U,-0.782283231163752,0.05417103520814164,Bourgi,Hussein,SOC,SER,Hérault,111,https://www.senat.fr/senateur/bourgi_hussein20114u.html,https://www.senat.fr/senimg/bourgi_hussein20114u_carre.jpg,Hussein Bourgi,-0.782283231163752,0.0960479347662086,65,50,0.765625,-0.8152406676847206,0.050540205999973865,0.033156832520199506,proche,TRUE,FALSE,1558,842,457,215,44,0.137997432605905,0.028241335044929396,0.8337612323491655,1299,1288,11,0.99153194765204,0.5102446473612927,50,58,58
20116W,-0.4198908482051631,0.16519906509709045,Bilhac,Christian,RDSE,RDSE,Hérault,49,https://www.senat.fr/senateur/bilhac_christian20116w.html,https://www.senat.fr/senimg/bilhac_christian20116w_carre.jpg,Christian Bilhac,-0.4198908482051631,0.2929061437891675,16,11,0.6666666666666666,-0.43509506406770854,0.18632605781819406,0.026029175965297927,proche,TRUE,FALSE,1558,752,537,253,16,0.16238767650834404,0.010269576379974325,0.8273427471116817,1285,1241,44,0.9657587548638132,0.14785226440270388,109,6,10
20118Y,0.8291641100641426,-0.07484493658679074,Pluchet,Kristina,UMP,Les Républicains,Eure,170,https://www.senat.fr/senateur/pluchet_kristina20118y.html,https://www.senat.fr/senimg/pluchet_kristina20118y_carre.jpg,Kristina Pluchet,0.8291641100641426,-0.13270378827445167,131,130,0.9923076923076923,0.6571054778305727,-0.024202517789836234,0.17935670466334117,intermédiaire,FALSE,FALSE,1558,719,823,13,3,0.00834403080872914,0.0019255455712451862,0.9897304236200257,1542,1507,35,0.977302204928664,1.1012026938666017,347,40.5,121
20120S,0.4231628081442646,0.01677035773275977,Genet,Fabien,UMP,Les Républicains,Saône-et-Loire,216,https://www.senat.fr/senateur/genet_fabien20120s.html,https://www.senat.fr/senimg/genet_fabien20120s_carre.jpg,Fabien Genet,0.4231628081442646,0.029734676831134343,131,3,0.015384615384615385,0.6571054778305727,-0.024202517789836234,0.23750357729631613,intermédiaire,FALSE,FALSE,1558,731,811,14,2,0.008985879332477536,0.0012836970474967907,0.9897304236200257,1542,1521,21,0.9863813229571985,0.6952013919467238,219,49,94
20122U,0.08181266278932654,0.13865433260048218,Verzelen,Pierre-Jean,RTLI,Les Indépendants,Aisne,158,https://www.senat.fr/senateur/verzelen_pierre_jean20122u.html,https://www.senat.fr/senimg/verzelen_pierre_jean20122u_carre.jpg,Pierre-Jean Verzelen,0.08181266278932654,0.2458410152490819,20,1,0,0.1570127359444524,0.11715489670009958,0.07821302159212966,proche,TRUE,FALSE,1558,665,699,160,34,0.10269576379974327,0.021822849807445442,0.8754813863928113,1358,1322,36,0.9734904270986745,0.35385124659178574,143,13,16
20124W,0.7177469768451097,-0.021723979982803027,Drexler,Sabine,UMP,Les Républicains,Haut-Rhin,329,https://www.senat.fr/senateur/drexler_sabine20124w.html,https://www.senat.fr/senimg/drexler_sabine20124w_carre.jpg,Sabine Drexler,0.7177469768451097,-0.03851769500496991,131,103,0.7846153846153846,0.6571054778305727,-0.024202517789836234,0.06069212924581722,proche,TRUE,FALSE,1558,715,815,26,2,0.01668806161745828,0.0012836970474967907,0.982028241335045,1530,1512,18,0.9882352941176471,0.989785560647569,320,109,80
20126Y,0.7666043183406888,-0.016215471133842533,Klinger,Christian,UMP,Les Républicains,Haut-Rhin,328,https://www.senat.fr/senateur/klinger_christian20126y.html,https://www.senat.fr/senimg/klinger_christian20126y_carre.jpg,Christian Klinger,0.7666043183406888,-0.028750835343692435,131,117,0.8923076923076924,0.6571054778305727,-0.024202517789836234,0.10978974900847917,intermédiaire,FALSE,FALSE,1558,725,818,14,1,0.008985879332477536,6.418485237483953e-4,0.9903722721437741,1543,1524,19,0.9876863253402463,1.038642902143148,334,49,82
20128B,0.0393836224170293,0.22232605624995552,Haye,Ludovic,UC,UC,Haut-Rhin,205,https://www.senat.fr/senateur/haye_ludovic20128b.html,https://www.senat.fr/senimg/haye_ludovic20128b_carre.jpg,Ludovic Haye,0.0393836224170293,0.39419513519495664,59,2,0.017241379310344827,0.19600620103114486,0.09263700079581998,0.203346706971912,intermédiaire,FALSE,FALSE,1558,652,785,96,25,0.06161745827984596,0.016046213093709884,0.9223363286264442,1429,1231,198,0.8614415675297411,0.3114222062194885,138,56,58
20130U,-0.6581267630613872,-0.05880920182514456,Poncet Monge,Raymonde,GEST,GEST,Rhône,306,https://www.senat.fr/senateur/poncet_monge_raymonde20130u.html,https://www.senat.fr/senimg/poncet_monge_raymonde20130u_carre.jpg,Raymonde Poncet Monge,-0.6581267630613872,-0.10427163444174568,16,13,0.8,-0.6763782480103124,-0.055774603391982806,0.01850204017105662,proche,TRUE,FALSE,1558,856,519,138,45,0.08857509627727857,0.028883183568677792,0.8825417201540436,1375,1375,0,1,0.38608817925892797,86,14.5,5.5
20132W,-0.32652961413010667,0.19208296507986694,Fialaire,Bernard,RDSE,RDSE,Rhône,51,https://www.senat.fr/senateur/fialaire_bernard20132w.html,https://www.senat.fr/senimg/fialaire_bernard20132w_carre.jpg,Bernard Fialaire,-0.32652961413010667,0.3405726331203315,16,15,0.9333333333333333,-0.43509506406770854,0.18632605781819406,0.10871797874028673,intermédiaire,FALSE,FALSE,1558,724,545,282,7,0.1810012836970475,0.004492939666238768,0.8145057766367138,1258,1147,111,0.9117647058823529,0.05449103032764746,119,11,16
20134Y,-0.6614485919547974,-0.04749190303529422,Dossus,Thomas,GEST,GEST,Rhône,197,https://www.senat.fr/senateur/dossus_thomas20134y.html,https://www.senat.fr/senimg/dossus_thomas20134y_carre.jpg,Thomas Dossus,-0.6614485919547974,-0.08420550183562805,16,12,0.7333333333333333,-0.6763782480103124,-0.055774603391982806,0.017073305337123937,proche,TRUE,FALSE,1558,859,522,134,43,0.08600770218228498,0.027599486521181,0.886392811296534,1381,1379,2,0.998551774076756,0.3894100081523382,85,9.5,13
20138D,0.631878899605521,-0.012039991748102852,Borchio Fontimp,Alexandra,UMP,Les Républicains,Alpes-Maritimes,223,https://www.senat.fr/senateur/borchio_fontimp_alexandra20138d.html,https://www.senat.fr/senimg/borchio_fontimp_alexandra20138d_carre.jpg,Alexandra Borchio Fontimp,0.631878899605521,-0.021347503099473145,131,48,0.36153846153846153,0.6571054778305727,-0.024202517789836234,0.02800548675992787,proche,TRUE,FALSE,1558,708,826,18,6,0.011553273427471117,0.0038510911424903724,0.9845956354300385,1534,1518,16,0.9895697522816167,0.9039174834079802,265,71,66
20140W,0.5801741218362977,-0.013837987404638067,Demas,Patricia,UMP,Les Républicains,Alpes-Maritimes,286,https://www.senat.fr/senateur/demas_patricia20140w.html,https://www.senat.fr/senimg/demas_patricia20140w_carre.jpg,Patricia Demas,0.5801741218362977,-0.024535438660705795,131,23,0.16923076923076924,0.6571054778305727,-0.024202517789836234,0.07762639386976296,proche,TRUE,FALSE,1558,723,820,13,2,0.00834403080872914,0.0012836970474967907,0.9903722721437741,1543,1508,35,0.9773169151004537,0.852212705638757,240,40.5,120
20142Y,-0.6644351153578054,-0.05879241618185984,de Marco,Monique,GEST,GEST,Gironde,307,https://www.senat.fr/senateur/de_marco_monique20142y.html,https://www.senat.fr/senimg/de_marco_monique20142y_carre.jpg,Monique de Marco,-0.6644351153578054,-0.10424187266287206,16,10,0.6,-0.6763782480103124,-0.055774603391982806,0.012318506873404937,proche,TRUE,FALSE,1558,856,520,138,44,0.08857509627727857,0.028241335044929396,0.883183568677792,1376,1376,0,1,0.3923965315553462,82,14.5,5.5
20144B,0.24921774545598716,0.09102323226226873,Chauvet,Patrick,UC,UC,Seine-Maritime,161,https://www.senat.fr/senateur/chauvet_patrick20144b.html,https://www.senat.fr/senimg/chauvet_patrick20144b_carre.jpg,Patrick Chauvet,0.24921774545598716,0.16138870968487365,59,53,0.896551724137931,0.19600620103114486,0.09263700079581998,0.053236009513832325,proche,TRUE,FALSE,1558,726,737,45,50,0.028883183568677792,0.03209242618741977,0.9390243902439024,1463,1447,16,0.9890635680109364,0.5212563292584463,208,22,1
20146D,-0.2648015275076541,0.4287354835199555,Phinera-Horth,Marie-Laure,LREM,RDPI,Guyane,152,https://www.senat.fr/senateur/phinera_horth_marie_laure20146d.html,https://www.senat.fr/senimg/phinera_horth_marie_laure20146d_carre.jpg,Marie-Laure Phinera-Horth,-0.2648015275076541,0.7601692970211977,19,7,0.3333333333333333,-0.2287700594907271,0.4329764633827035,0.03628019566721036,proche,TRUE,FALSE,1558,641,751,156,10,0.10012836970474968,0.006418485237483954,0.8934531450577664,1390,1368,22,0.9841726618705036,0.007237056294805089,122,17,13
