acteur_id,dim1,dim2,nom,prenom,civilite,trigramme,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp,full_name
PA795084,-0.2912134814141158,0.7188614335919523,Arenas,Rodrigo,M.,RAR,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Paris,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/arenas-rodrigo-24170,Rodrigo Arenas
PA795100,0.3774325403072723,-0.0187666728415104,Martineau,Éric,M.,EMT,PO845454,DEM,Les Démocrates,Dem,#F07E26,,3,Sarthe,Agriculteur sur moyenne exploitation,https://www.hatvp.fr/pages_nominatives/martineau-eric-24321,Éric Martineau
PA795108,-0.3930789647924997,0.884262647673902,Leboucher,Élise,Mme,ELE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Sarthe,Educatrice spécialisée,https://www.hatvp.fr/pages_nominatives/leboucher-elise-24322,Élise Leboucher
PA795124,0.4239066678778279,-0.0521823047161192,Padey,Didier,M.,DPY,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Savoie,cadre commercial,https://www.hatvp.fr/pages_nominatives/padey-didier-26880,Didier Padey
PA795136,-0.3384641431088663,0.7706818428026299,Coulomme,Jean-François,M.,JCO,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Savoie,Ingénieur commercial,https://www.hatvp.fr/pages_nominatives/coulomme-jean-francois-24341,Jean-François Coulomme
PA795156,0.1019594353340973,0.6311970628989331,Keloua Hachi,Fatiha,Mme,FKE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,8,Seine-Saint-Denis,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/keloua-hachi-fatiha-24329,Fatiha Keloua Hachi
PA795164,-0.2601755822471632,0.691569818099555,Trouvé,Aurélie,Mme,ATR,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,9,Seine-Saint-Denis,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/trouve-aurelie-24222,Aurélie Trouvé
PA795176,0.5274250575342958,-0.1133116640976327,Metzdorf,Nicolas,M.,NMT,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Nouvelle-Calédonie,Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/metzdorf-nicolas,Nicolas Metzdorf
PA795200,-0.3401842251540874,0.8032442560447703,Dufour,Alma,Mme,ADU,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Seine-Maritime,Responsable associative,https://www.hatvp.fr/pages_nominatives/dufour-alma-24267,Alma Dufour
PA795228,-0.3139470581347242,0.7850901801070368,Abomangoli,Nadège,Mme,NAB,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Seine-Saint-Denis,Contrôleure interne et risk manager,https://www.hatvp.fr/pages_nominatives/abomangoli-nadege-180,Nadège Abomangoli
PA795240,-0.1547132335473048,0.5031454396900121,Reid Arbelot,Mereana,Mme,MRE,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,3,Polynésie Française,Ingénieur en chef du contrôle de la navigation aérienne,https://www.hatvp.fr/pages_nominatives/reid-arbelot-mereana-25728,Mereana Reid Arbelot
PA795244,0.221219624204937,0.1206171248927251,Lenormand,Stéphane,M.,SLN,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Saint-Pierre-et-Miquelon,Ancien cadre,https://www.hatvp.fr/pages_nominatives/lenormand-stephane,Stéphane Lenormand
PA795258,0.3480752272455968,-0.0242950109527912,Gumbs,Frantz,M.,FGU,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Saint-Barthélemy et Saint-Martin,Personnel de direction de l'éducation nationale retraité,https://www.hatvp.fr/pages_nominatives/gumbs-frantz-24209,Frantz Gumbs
PA795270,0.353221379099632,-0.1275467293002984,Poussier-Winsback,Marie-Agnès,Mme,MPO,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,9,Seine-Maritime,Enseignante,https://www.hatvp.fr/pages_nominatives/poussier-winsback-marie-agnes-9819,Marie-Agnès Poussier-Winsback
PA795298,-0.2826042213700726,0.7226739413165554,Legavre,Jérôme,M.,JLE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,12,Seine-Saint-Denis,Professeur de lettres,https://www.hatvp.fr/pages_nominatives/legavre-jerome-24276,Jérôme Legavre
PA795310,-0.3140194211900959,0.7762787844361425,Guetté,Clémence,Mme,CGU,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Val-de-Marne,Cadre du secteur privé,https://www.hatvp.fr/pages_nominatives/guette-clemence-24299,Clémence Guetté
PA795318,-0.3216653044858747,0.7850519757742709,Boyard,Louis,M.,LBO,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Val-de-Marne,"Elève, étudiant",https://www.hatvp.fr/pages_nominatives/boyard-louis-24178,Louis Boyard
PA795326,0.5073282603221431,-0.0589187993597808,Weissberg,Christopher,M.,CWE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Français établis hors de France,Cadre dirigeant,https://www.hatvp.fr/pages_nominatives/weissberg-christopher-20755,Christopher Weissberg
PA795334,0.4948970196296923,-0.0305480668258561,Larrouquis,Benoît,M.,BLAR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Français établis hors de France,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/larrouquis-benoit-29924,Benoît Larrouquis
PA795350,0.4003737739573395,-0.0363731934938816,Valletoux,Frédéric,M.,FVA,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,2,Seine-et-Marne,Profession de l'information,https://www.hatvp.fr/pages_nominatives/valletoux-frederic,Frédéric Valletoux
PA795362,-0.0934694096676712,0.679301042005935,Belluco,Lisa,Mme,LBE,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Vienne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/belluco-lisa-19824,Lisa Belluco
PA795374,0.3936813103050265,-0.0025768123158155,Lecamp,Pascal,M.,PLE,PO845454,DEM,Les Démocrates,Dem,#F07E26,,3,Vienne,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/lecamp-pascal-24264,Pascal Lecamp
PA795390,0.4193645118116205,-0.1267117585909136,Lalanne,Sandrine,Mme,SLAL,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Val-de-Marne,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/lalanne-sandrine-29922,Sandrine Lalanne
PA795402,0.5377370449238377,-0.0702856171226834,Coggia,Nathalie,Mme,NCOG,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Français établis hors de France,Directrice financière et des opérations,https://www.hatvp.fr/pages_nominatives/coggia-nathalie-29798,Nathalie Coggia
PA795410,-0.0834388608756814,-0.6235231139663524,Roullaud,Béatrice,Mme,BRO,PO845401,RN,Rassemblement National,RN,#313567,,6,Seine-et-Marne,Profession libérale,https://www.hatvp.fr/pages_nominatives/roullaud-beatrice-24224,Béatrice Roullaud
PA795422,-0.307523813223278,0.7751317310091416,Maudet,Damien,M.,DMU,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Haute-Vienne,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/maudet-damien-24300,Damien Maudet
PA795430,0.1281058815530182,0.591865176300677,Delautrette,Stéphane,M.,SDE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Haute-Vienne,Ingénieur dans le domaine de l'environnement,https://www.hatvp.fr/pages_nominatives/delautrette-stephane-22744,Stéphane Delautrette
PA795454,-0.0763368590843297,0.7358745904442355,Ben Cheikh,Karim,M.,KBE,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Français établis hors de France,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/ben-cheikh-karim-24152,Karim Ben Cheikh
PA795466,-0.2886354114892036,0.744791204617043,Soudais,Ersilia,Mme,ESO,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Seine-et-Marne,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/soudais-ersilia-24325,Ersilia Soudais
PA795482,-0.3029514623471859,0.7459897548655393,Meunier,Manon,Mme,MMU,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Haute-Vienne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/meunier-manon-24142,Manon Meunier
PA795516,-0.3352238232454127,0.8312153386403596,Laisney,Maxime,M.,MLA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Seine-et-Marne,"Professeur des écoles, instituteur et assimilé",https://www.hatvp.fr/pages_nominatives/laisney-maxime-24231,Maxime Laisney
PA795528,0.4894116983375892,-0.2285119440543128,Rodwell,Charles,M.,CRD,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Yvelines,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/rodwell-charles-24279,Charles Rodwell
PA795540,0.0488595291207766,-0.4628893068958729,Grenon,Daniel,M.,DGR,PO840056,NI,Non inscrit,NI,#8D949A,,1,Yonne,"Ancien artisan, commerçant, chef d'entreprise",https://www.hatvp.fr/pages_nominatives/grenon-daniel-24302,Daniel Grenon
PA795552,-0.1025560217547576,-0.6778669879483153,Odoul,Julien,M.,JOD,PO845401,RN,Rassemblement National,RN,#313567,,3,Yonne,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/odoul-julien-24148,Julien Odoul
PA795588,-0.2954384364758027,0.6948220078671608,Amrani,Farida,Mme,FAM,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Essonne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/amrani-farida-24328,Farida Amrani
PA795596,-0.3239263100255611,0.8100723899848153,Vannier,Paul,M.,PVA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,5,Val-d'Oise,Professeur d'histoire-géographie,https://www.hatvp.fr/pages_nominatives/vannier-paul-24268,Paul Vannier
PA795616,-0.2605735010071805,0.6721074637045833,Bilongo,Carlos Martens,M.,CBI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Val-d'Oise,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/bilongo-carlos-martens-24272,Carlos Martens Bilongo
PA795636,-0.1068727668174851,0.7009917651510212,Lucas-Lundy,Benjamin,M.,BLU,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,8,Yvelines,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/lucas-lundy-benjamin-24256,Benjamin Lucas-Lundy
PA795644,-0.1250329697657259,-0.7368882224274678,Da Conceicao Carvalho,Nathalie,Mme,NDA,PO845401,RN,Rassemblement National,RN,#313567,,2,Essonne,Profession libérale,https://www.hatvp.fr/pages_nominatives/da-conceicao-carvalho-nathalie-24181,Nathalie Da Conceicao Carvalho
PA795664,0.6532565282370786,-0.1105649693023264,Midy,Paul,M.,PMI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Essonne,Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/midy-paul-24266,Paul Midy
PA795672,-0.3104441383575756,0.7656469121511705,Le Gall,Arnaud,M.,AGA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,9,Val-d'Oise,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/le-gall-arnaud-24227,Arnaud Le Gall
PA795722,0.402885603980139,-0.2114476730055666,Olive,Karl,M.,KOL,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,12,Yvelines,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/olive-karl,Karl Olive
PA795730,0.4305950750855289,-0.0264007817087564,Marchive,Bastien,M.,BMA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Deux-Sèvres,Juriste,https://www.hatvp.fr/pages_nominatives/marchive-bastien-24246,Bastien Marchive
PA795746,-0.3261266459632816,0.7561020317367684,Léaument,Antoine,M.,ALE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Essonne,Responsable de la communication numérique,https://www.hatvp.fr/pages_nominatives/leaument-antoine-24198,Antoine Léaument
PA795762,0.0653530015970679,0.4477382276190323,Califer,Elie,M.,ECL,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Guadeloupe,Ancien cadre,https://www.hatvp.fr/pages_nominatives/califer-elie-24314,Elie Califer
PA795778,-0.0555173126006858,-0.5309815232210006,Tanguy,Jean-Philippe,M.,JTA,PO845401,RN,Rassemblement National,RN,#313567,,4,Somme,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/tanguy-jean-philippe-24338,Jean-Philippe Tanguy
PA795786,-0.1029487165218359,-0.7077157712502464,Ménaché,Yaël,Mme,YME,PO845401,RN,Rassemblement National,RN,#313567,,5,Somme,Commerciale,https://www.hatvp.fr/pages_nominatives/menache-yael-24218,Yaël Ménaché
PA795808,-0.1090194780811227,0.7428370256431902,Sebaihi,Sabrina,Mme,SSE,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,4,Hauts-de-Seine,Profession libérale,https://www.hatvp.fr/pages_nominatives/sebaihi-sabrina-24197,Sabrina Sebaihi
PA795820,-0.1936257439105178,0.4999269805273445,Nadeau,Marcellin,M.,MNA,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Martinique,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/nadeau-marcellin-24215,Marcellin Nadeau
PA795844,-0.3525514946596538,0.8307472583025944,Erodi,Karen,Mme,KER,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Tarn,Profession libérale,https://www.hatvp.fr/pages_nominatives/erodi-karen-24337,Karen Erodi
PA795864,0.4905592381329661,-0.0859592592403253,Cazeneuve,Pierre,M.,PCA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,7,Hauts-de-Seine,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/cazeneuve-pierre-19678,Pierre Cazeneuve
PA795868,-0.1563020080226194,0.5478393849750817,Castor,Jean-Victor,M.,JCA,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,1,Guyane,Cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/castor-jean-victor-24289,Jean-Victor Castor
PA795876,-0.1598235945835522,0.5060068204271999,Rimane,Davy,M.,DRI,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Guyane,Technicien,https://www.hatvp.fr/pages_nominatives/rimane-davy-24310,Davy Rimane
PA795884,0.6420536508630591,-0.0446727434442669,Ferracci,Marc,M.,MFA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Français établis hors de France,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/ferracci-marc,Marc Ferracci
PA795900,-0.1224106714877431,-0.818206911773125,Hamelet,Marine,Mme,MHA,PO845401,RN,Rassemblement National,RN,#313567,,2,Tarn-et-Garonne,Profession intermédiaire administrative et commerciale des entreprises,https://www.hatvp.fr/pages_nominatives/hamelet-marine-24151,Marine Hamelet
PA795908,0.4633877008378264,-0.102990276159806,Chenevard,Yannick,M.,YCH,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Var,Profession libérale,https://www.hatvp.fr/pages_nominatives/chenevard-yannick,Yannick Chenevard
PA795912,-0.0879950509592766,-0.6462552442475058,Lavalette,Laure,Mme,LLV,PO845401,RN,Rassemblement National,RN,#313567,,2,Var,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/lavalette-laure-24134,Laure Lavalette
PA795920,0.5249428072495902,-0.121147678069305,Thevenot,Prisca,Mme,PTH,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,8,Hauts-de-Seine,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/thevenot-prisca-24191,Prisca Thevenot
PA795954,0.4999956488272475,-0.107600608688091,Ibled,Catherine,Mme,CIB,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,13,Paris,Directrice adjointe de la communication,https://www.hatvp.fr/pages_nominatives/ibled-catherine-29925,Catherine Ibled
PA795962,0.4946033288924759,-0.2938016170459544,Missoffe,Joséphine,Mme,JMI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,14,Paris,Infirmière-Puéricultrice,https://www.hatvp.fr/pages_nominatives/missoffe-josephine-28150,Joséphine Missoffe
PA795966,-0.0758475620703845,-0.67071395784237,Rambaud,Stéphane,M.,SRA,PO845401,RN,Rassemblement National,RN,#313567,,3,Var,Retraité de la police nationale,https://www.hatvp.fr/pages_nominatives/rambaud-stephane-24208,Stéphane Rambaud
PA795974,-0.0739122706601857,-0.6461685583105535,Lottiaux,Philippe,M.,PLO,PO845401,RN,Rassemblement National,RN,#313567,,4,Var,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/lottiaux-philippe-15882,Philippe Lottiaux
PA795982,-0.3334180770523497,0.8028619780476981,Saintoul,Aurélien,M.,ASI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,11,Hauts-de-Seine,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/saintoul-aurelien-24238,Aurélien Saintoul
PA795998,-0.0907659149444872,0.4762315661188964,K/Bidi,Émeline,Mme,EKB,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,4,Réunion,Avocate,https://www.hatvp.fr/pages_nominatives/k-bidi-emeline-24323,Émeline K/Bidi
PA796010,-0.0789272080598944,0.4665247391038241,Maillot,Frédéric,M.,FML,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,6,Réunion,Intervenant social,https://www.hatvp.fr/pages_nominatives/maillot-frederic-22320,Frédéric Maillot
PA796018,-0.1255757967241736,0.7851919167243808,Simonnet,Danielle,Mme,DSI,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,15,Paris,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/simonnet-danielle-24313,Danielle Simonnet
PA796026,-0.087106471085265,-0.7021142803825703,Lechanteux,Julie,Mme,JLT,PO845401,RN,Rassemblement National,RN,#313567,,5,Var,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/lechanteux-julie-15939,Julie Lechanteux
PA796034,-0.1292512424479588,-0.7602166227498377,Giletti,Frank,M.,FGI,PO845401,RN,Rassemblement National,RN,#313567,,6,Var,Fonctionnaire,https://www.hatvp.fr/pages_nominatives/giletti-frank-24205,Frank Giletti
PA796042,-0.1156162446892239,-0.7344014317201204,Boccaletti,Frédéric,M.,FBO,PO845401,RN,Rassemblement National,RN,#313567,,7,Var,(85) - Personne diverse sans activité professionnelle de moins de 60 ans,https://www.hatvp.fr/pages_nominatives/boccaletti-frederic-24220,Frédéric Boccaletti
PA796050,-0.0637950210764407,-0.7889845743393571,Schreck,Philippe,M.,PSC,PO845401,RN,Rassemblement National,RN,#313567,,8,Var,Profession libérale,https://www.hatvp.fr/pages_nominatives/schreck-philippe-24293,Philippe Schreck
PA796062,-0.3069871818528776,0.758529907790558,Portes,Thomas,M.,TPO,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Seine-Saint-Denis,Cheminot,https://www.hatvp.fr/pages_nominatives/portes-thomas-24240,Thomas Portes
PA796070,-0.3125664444705039,0.784613254369221,Gaillard,Perceval,M.,PGA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Réunion,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/gaillard-perceval-19040,Perceval Gaillard
PA796078,0.1041519393888632,-0.1340085838190101,Youssouffa,Estelle,Mme,EYO,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Mayotte,Consultante,https://www.hatvp.fr/pages_nominatives/youssouffa-estelle-24327,Estelle Youssouffa
PA796090,-0.2577831539252089,0.6865306058058084,Caron,Aymeric,M.,ACA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,18,Paris,"Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/caron-aymeric-24243,Aymeric Caron
PA796106,-0.1634838992648935,0.6387757813851357,Bénard,Édouard,M.,EBE,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,3,Seine-Maritime,Collaborateur d'élu,https://www.hatvp.fr/pages_nominatives/benard-edouard-26541,Édouard Bénard
PA796118,-0.091204805217869,-0.8008706987642094,Auzanot,Bénédicte,Mme,BAU,PO845401,RN,Rassemblement National,RN,#313567,,2,Vaucluse,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/auzanot-benedicte-24225,Bénédicte Auzanot
PA805166,0.4299339721567573,-0.048672099756235,Bergantz,Anne,Mme,ABERG,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Yvelines,responsable de service social,https://www.hatvp.fr/pages_nominatives/bergantz-anne-24898,Anne Bergantz
PA817203,0.4345123757105714,-0.1660117125726182,Miller,Laure,Mme,LMIL,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Marne,Avocate,https://www.hatvp.fr/pages_nominatives/miller-laure,Laure Miller
PA817211,-0.3176222016806314,0.7678550096032453,Pilato,René,M.,RPIL,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Charente,Enseignant,https://www.hatvp.fr/pages_nominatives/pilato-rene-25157,René Pilato
PA822617,0.108881237280675,0.4823970245332057,Froger,Martine,Mme,FRG,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Ariège,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/froger-martine-25400,Martine Froger
PA826635,0.1461167615300759,0.477067376690412,Rousseau,Aurélien,M.,AUR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,7,Yvelines,Maître des requêtes au Conseil d'État,https://www.hatvp.fr/pages_nominatives/rousseau-aurelien-8069,Aurélien Rousseau
PA840067,-0.1176154644417699,-0.5881298010908707,Tomatis,Gabriel,M.,GTO,PO845401,RN,Rassemblement National,RN,#313567,,4,Alpes-Maritimes,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/tomatis-gabriel-30409,Gabriel Tomatis
PA840075,-0.1144964348391678,-0.8533001139592306,Casterman,Eddy,M.,ECS,PO845401,RN,Rassemblement National,RN,#313567,,3,Aisne,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/casterman-eddy-27338,Eddy Casterman
PA840107,-0.0133233312881309,-0.5183443150288575,Chaumeil,Bernard,M.,BCHA,PO845401,RN,Rassemblement National,RN,#313567,,7,Hérault,Directeur des relations institutionnelles,https://www.hatvp.fr/pages_nominatives/chaumeil-bernard-30434,Bernard Chaumeil
PA840119,-0.0899079435764215,-0.7520107312511795,Delannoy,Sandra,Mme,SDA,PO840056,NI,Non inscrit,NI,#8D949A,,3,Nord,(21) - Artisan,https://www.hatvp.fr/pages_nominatives/delannoy-sandra-27339,Sandra Delannoy
PA840135,-0.0345465331831331,-0.4369972907747255,Dufosset,Alexandre,M.,ADF,PO845401,RN,Rassemblement National,RN,#313567,,18,Nord,(54) - Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/dufosset-alexandre-27341,Alexandre Dufosset
PA840143,-0.1061197301814106,-0.750076801219584,Florquin,Guillaume,M.,GFL,PO845401,RN,Rassemblement National,RN,#313567,,20,Nord,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/florquin-guillaume-27342,Guillaume Florquin
PA840159,-0.0667375466565769,-0.5264930107440353,Clavet,Bruno,M.,BCL,PO845401,RN,Rassemblement National,RN,#313567,,3,Pas-de-Calais,(45) - Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/clavet-bruno-27340,Bruno Clavet
PA840175,0.089421215792201,0.5715532281512725,Bregman,Dorine,Mme,DBRE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,7,Paris,Consultante en participation citoyenne,https://www.hatvp.fr/pages_nominatives/bregman-dorine-30322,Dorine Bregman
PA840235,0.4202456601565933,-0.0411397499211751,Frébault,Moerani,M.,MFB,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Polynésie Française,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/frebault-moerani-27343,Moerani Frébault
PA840657,0.0695423013605876,-0.6914273343598732,Ricourt Vaginay,Sophie,Mme,SVA,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,2,Alpes-de-Haute-Provence,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/ricourt-vaginay-sophie,Sophie Ricourt Vaginay
PA840665,0.1135544441958439,0.5474443841330277,Allemand,Marie-José,Mme,MAL,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Hautes-Alpes,(12) - Agriculteur sur moyenne exploitation,https://www.hatvp.fr/pages_nominatives/allemand-marie-jose-27432,Marie-José Allemand
PA840673,0.118991694641624,0.5243154313505742,Rossi,Valérie,Mme,VRS,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Hautes-Alpes,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/rossi-valerie-22877,Valérie Rossi
PA840685,0.0582386790955579,-0.7231287151587249,Trébuchet,Vincent,M.,VTR,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,2,Ardèche,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/trebuchet-vincent-27507,Vincent Trébuchet
PA840701,0.0650412887969649,-0.6556683559163238,Chaix,Bernard,M.,BCH,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,3,Alpes-Maritimes,(22) - Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/chaix-bernard-22632,Bernard Chaix
PA840721,0.0196265618928471,-0.6972177945504591,Chavent,Marc,M.,MCH,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,5,Ain,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/chavent-marc-27459,Marc Chavent
PA840745,-0.0778948489798237,-0.6463031808394579,Jordan,Édouard,M.,EJO,PO845401,RN,Rassemblement National,RN,#313567,,1,Aude,Inspecteur des finances publiques,https://www.hatvp.fr/pages_nominatives/jordan-edouard-30408,Édouard Jordan
PA840757,-0.0706966516274161,-0.6686329609911684,Griseti,Monique,Mme,MGR,PO845401,RN,Rassemblement National,RN,#313567,,1,Bouches-du-Rhône,(22) - Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/griseti-monique-27430,Monique Griseti
